node_id,concept,country_of_citizenship,date_of_birth,enwiki_title,handedness,height,inception,mass,name,native_language,nickname,owners,place_of_birth,schools_attended,sex_or_gender,work_period_end,work_period_start
Q3128787,team,,,Waterloo Hawks,,,1948,,Waterloo Hawks,,,,,,,,
Q138089,team,,,Philadelphia 76ers,,,1946,,Philadelphia 76ers,,,David Blitzer; Josh Harris,,,,,
Q162954,team,,,Denver Nuggets,,,1967,,Denver Nuggets,,,Kroenke Sports & Entertainment,,,,,
Q169165,team,,,Washington Wizards,,,1961,,Washington Wizards,,,,,,,,
Q3360254,team,,,Anderson Packers,,,1945,,Anderson Packers,,,,,,,,
Q161345,team,,,Houston Rockets,,,1967,,Houston Rockets,,,Leslie Alexander; Tilman J. Fertitta; Maloof family; Bob Breitbard,,,,,
Q132893,team,,,Dallas Mavericks,,,1980,,Dallas Mavericks,,,Mark Cuban,,,,,
Q162990,team,,,Cleveland Cavaliers,,,1970,,Cleveland Cavaliers,,,Dan Gilbert,,,,,
Q6020894,team,,,,,,,,St. Louis Hawks,,,,,,,,
Q572134,team,,,Brooklyn Nets,,,1967,,Brooklyn Nets,,,Joseph Tsai,,,,,
Q513372,team,,,Indianapolis Olympians,,,1949,,Indianapolis Olympians,,,,,,,,
Q726423,team,,,Denver Nuggets (1948%E2%80%931950),,,1948,,Denver Nuggets,,,,,,,,
Q2354728,team,,,Sheboygan Red Skins,,,1938,,Sheboygan Red Skins,,,,,,,,
Q132880,team,,,Toronto Raptors,,,1995,,Toronto Raptors,,,Maple Leaf Sports & Entertainment,,,,,
Q3307390,team,,,Vancouver Grizzlies,,,1995,,Vancouver Grizzlies,,,,,,,,
Q157376,team,,,Golden State Warriors,,,1946,,Golden State Warriors,,,Joe Lacob; Peter Guber,,,,,
Q164177,team,,,Phoenix Suns,,,1968,,Phoenix Suns,,,Robert Sarver,,,,,
Q159893,team,,,Atlanta Hawks,,,1946,,Atlanta Hawks,,,,,,,,
Q161337,team,,,Orlando Magic,,,1989,,Orlando Magic,,,,,,,,
Q165529,team,,,Memphis Grizzlies,,,1995,,Memphis Grizzlies,,,,,,,,
Q170558,team,,,Minnesota Timberwolves,,,1989,,Minnesota Timberwolves,,,Glen Taylor,,,,,
Q2928124,team,,,Baltimore Bullets (1944%E2%80%931954),,,1944,,Baltimore Bullets,,,,,,,,
Q131364,team,,,New York Knicks,,,1946,,New York Knicks,,,,,,,,
Q169661,team,,,Detroit Pistons,,,1937; 1941,,Detroit Pistons,,,,,,,,
Q169637,team,,,Milwaukee Bucks,,,1968,,Milwaukee Bucks,,,,,,,,
Q170329,team,,,Indiana Pacers,,,1967,,Indiana Pacers,,,Herb Simon,,,,,
Q180950,team,,,Oklahoma City Thunder,,,2008; 1967,,Oklahoma City Thunder,,,,,,,,
Q121783,team,,,Los Angeles Lakers,,,1946; 1947,,Los Angeles Lakers,,,Jeanie Buss,,,,,
Q131371,team,,,Boston Celtics,,,1946,,Boston Celtics,,,,,,,,
Q167253,team,,,Portland Trail Blazers,,,1970,,Portland Trail Blazers,,,Paul Allen,,,,,
Q169138,team,,,Miami Heat,,,1988,,Miami Heat,,,Micky Arison,,,,,
Q170649,team,,,Utah Jazz,,,1974,,Utah Jazz,,,,,,,,
Q159729,team,,,San Antonio Spurs,,,1967,,San Antonio Spurs,,,Peter Holt,,,,,
Q128109,team,,,Chicago Bulls,,,1966,,Chicago Bulls,,,Dick Klein; Jerry Reinsdorf,,,,,
Q166105,team,,,Sacramento Kings,,,1945,,Sacramento Kings,,,,,,,,
Q172339,team,,,New Orleans Pelicans,,,2002,,New Orleans Pelicans,,,Tom Benson,,,,,
Q163480,team,,,Charlotte Hornets,,,1988,,Charlotte Hornets,,,Michael Jordan; Robert L. Johnson; George Shinn,,,,,
Q976396,team,,,Los Angeles Clippers,,,1970,,Los Angeles Clippers,,,Los Angeles Lakers; Steve Ballmer,,,,,
Q922434,coach,United States of America,12 June 1979,Earl Watson,,,,,Earl Watson,English,,,Kansas City,,male,2014,2001
Q199896,coach,United States of America,24 July 1963,Karl Malone,,,,,Karl Malone,English,,,Ruston,,male,2004,1985
Q1348252,coach,United States of America,28 June 1961,Jeff Malone,,,,,Jeff Malone,English,,,Mobile,,male,,
Q1353620,coach,United States of America,04 February 1929,Neil Johnston,,,,,Neil Johnston,English,,,Chillicothe,,male,1959,1951
Q542563,coach,United States of America,03 April 1974,Marcus Brown,,,,,Marcus Brown,English,,,West Memphis,,male,2011,1996
Q1628889,coach,United States of America,03 September 1970,George Lynch (basketball),,,,,George Lynch,English,,,Roanoke,,male,2017,1993
Q1631637,coach,United States of America,03 May 1948,Gar Heard,,,,,Gar Heard,English,,,Hogansville,,male,1981,1970
Q538009,coach,United States of America,28 March 1961,Byron Scott,,,,,Byron Scott,English,,,Ogden,,male,1998,1983
Q542256,coach,United States of America,23 August 1951,Allan Bristow,,,,,Allan Bristow,English,,,Richmond,,male,1983,1973
Q1632186,coach,United States of America,24 April 1970,"Corey Williams (basketball, born 1970)",,,,,Corey Williams,English,,,Twiggs County,,male,1998,1992
Q548382,coach,United States of America,10 October 1960,Rod Foster,,,,,Rod Foster,English,,,Birmingham,,male,1986,1983
Q1346751,coach,United States of America,12 February 1917,Al Cervi,,,,,Al Cervi,English,,,Buffalo,,male,1953,1937
Q201608,coach,United States of America,13 May 1961,Dennis Rodman,,,,,Dennis Rodman,English,,,Trenton,,male,2006,1986
Q539560,coach,United States of America,02 May 1978,Melvin Ely,,,,,Melvin Ely,English,,,Harvey,,male,2016,2002
Q547400,coach,United States of America,21 October 1928,Vern Mikkelsen,,,,,Vern Mikkelsen,English,,,Parlier,,male,1959,1949
Q918916,coach,United States of America,16 October 1940,Dave DeBusschere,,,,,Dave DeBusschere,English,,,Detroit,,male,1974,1962
Q888056,coach,United States of America,10 September 1948,Bob Lanier,,,,,Bob Lanier,,,,Buffalo,,male,1984,1970
Q1363177,coach,Venezuela,16 January 1987,Greivis V%C3%A1squez,,,,,Greivis Vásquez,,,,Caracas,,male,2016,2010
Q887909,coach,United States of America,02 January 1920,Bob Feerick,,,,,Bob Feerick,English,,,San Francisco,,male,1950,1946
Q918347,coach,United States of America,17 March 1959,Danny Ainge,,,,,Danny Ainge,English,,,Eugene,,male,1995,1981
Q1342300,coach,United States of America,01 April 1965,Mark Jackson,,,,,Mark Jackson,English,,,Brooklyn,,male,2004,1987
Q1347527,coach,United States of America,07 November 1936,Al Attles,,,,,Al Attles,English,,,Newark,,male,1971,1960
Q1629949,coach,United States of America,27 May 1984,Blake Ahearn,,,,,Blake Ahearn,English,,,St. Louis,,male,2015,2007
Q1634810,coach,United States of America,22 March 1919,Don Carlson,,,,,Don Carlson,English,,,Minneapolis,,male,1951,1946
Q221341,coach,United States of America,23 March 1973,Jason Kidd,,,,,Jason Kidd,English,,,San Francisco,,male,2013,1994
Q1635488,coach,United States of America,23 June 1923,Jerry Rullo,,,,,Jerry Rullo,English,,,Philadelphia,,male,1951,1946
Q1353111,coach,United States of America,23 May 1941,Rod Thorn,,,,,Rod Thorn,English,,,Princeton,,male,1971,1963
Q1374718,coach,Nigeria; United States of America,09 August 1977,Ime Udoka,,,,,Ime Udoka,English,,,Portland,,male,2012,2000
Q1629769,coach,United States of America,30 September 1967,Mark Randall (basketball),,,,,Mark Randall,English,,,Edina,,male,1997,1991
Q525024,coach,United States of America,26 August 1975,Shea Seals,,,,,Shea Seals,English,,,Tulsa,,male,,
Q543107,coach,United States of America,14 November 1955,Jack Sikma,,,,,Jack Sikma,English,,,Kankakee,,male,1991,1977
Q1634182,coach,United States of America,15 May 1956,Greg Bunch,,,,,Greg Bunch,English,,,San Bernardino,,male,1984,1978
Q526241,coach,United States of America,13 March 1973,Bobby Jackson,,,,,Bobby Jackson,English,,,Salisbury,,male,2009,1997
Q817876,coach,United States of America,16 December 1933,Bennie Swain,,,,,Bennie Swain,English,,,Talladega,,male,1959,
Q919954,coach,United States of America,28 July 1951,Doug Collins (basketball),,,,,Doug Collins,English,,,Christopher,,male,1981,1973
Q826528,coach,United States of America,11 February 1944,Bernie Bickerstaff,,,,,Bernie Bickerstaff,,,,Benham,,male,,
Q862011,coach,United States of America,30 July 1957,Bill Cartwright,,,,,Bill Cartwright,English,,,Lodi,,male,1995,1979
Q888707,coach,United States of America,04 June 1921,Bobby Wanzer,,,,,Bobby Wanzer,English,,,Brooklyn,,male,1957,1948
Q924072,coach,United States of America,07 May 1958,Louis Orr,,,,,Louis Orr,English,,,Cincinnati,,male,1988,1980
Q1343136,coach,United States of America,03 August 1964,Nate McMillan,,,,,Nate McMillan,English,,,Raleigh,,male,1998,1986
Q1343292,coach,United States of America,01 August 1958,Kiki VanDeWeghe,,,,,Kiki VanDeWeghe,English,,,Wiesbaden,,male,1993,1980
Q1361081,coach,United States of America,14 June 1961,Sam Perkins,,,,,Sam Perkins,English,,,Brooklyn,,male,2001,1984
Q204285,coach,United States of America,25 January 1983,Josh Powell,,,,,Josh Powell,English,,,Charleston,,male,2017,2003
Q1638747,coach,Qatar; United States of America,30 August 1984,Trey Johnson,,,,,Trey Johnson,English,,,Jackson,,male,2015,2007
Q1352098,coach,United States of America,23 August 1970,Lawrence Frank,,,,,Lawrence Frank,,,,New York City; Teaneck,,male,,
Q887885,coach,United States of America,15 January 1920,Bob Davies,,,,,Bob Davies,English,,,Harrisburg,,male,1955,1943
Q527022,coach,United States of America,07 March 1922,Andy Phillip,,,,,Andy Phillip,English,,,Granite City,,male,1958,1947
Q836418,coach,United States of America,10 December 1973,Rusty LaRue,,,,,Rusty LaRue,English,,,Winston-Salem,,male,2004,1996
Q547123,coach,United States of America,13 July 1946,Bob Kauffman,,,,,Bob Kauffman,English,,,Brooklyn,,male,1975,1968
Q1628310,coach,United States of America,17 July 1971,Calbert Cheaney,,,,,Calbert Cheaney,English,,,Evansville,,male,2006,1993
Q532832,coach,Slovenia,05 July 1982,Beno Udrih,,,,,Beno Udrih,,,,Celje,,male,,1997
Q534874,coach,United States of America,08 February 1960,Scooter McCray,,,,,Scooter McCray,English,,,Mount Vernon,,male,1988,1983
Q729072,coach,United States of America,24 September 1930,Jim Holstein,,,,,Jim Holstein,English,,,Hamilton,,male,1956,1952
Q731502,coach,United States of America,31 July 1965,Scott Brooks,,,,,Scott Brooks,English,,,French Camp,,male,2001,1987
Q1622629,coach,United States of America,05 May 1925,Paul Hoffman (basketball),,,,,Paul Hoffman,English,,,Indiana,,male,1955,1947
Q742049,coach,United States of America,22 September 1942,Larry Jones (basketball),,,,,Larry Jones,English,,,Columbus,,male,1974,1964
Q1620080,coach,United States of America,14 January 1967,Jeff Martin (basketball),,,,,Jeff Martin,English,,,Cherry Valley,,male,2001,1989
Q1623135,coach,United States of America,16 August 1928,"George King (basketball, born 1928)",,,,,George King,English,,,Charleston,,male,1958,1951
Q182455,coach,United States of America,21 August 1936,Wilt Chamberlain,,,,,Wilt Chamberlain,English,,,Philadelphia,,male,1973,1959
Q1134048,coach,United States of America,22 November 1980,James Thomas (basketball),,,,,James Thomas,English,,,Schenectady,,male,2015,2004
Q1621683,coach,United States of America,19 April 1955,Mike Evans (basketball),,,,,Mike Evans,English,,,Goldsboro,,male,1989,1979
Q1109900,coach,United States of America,26 October 1938,Tom Meschery,,,,,Tom Meschery,English,,,Harbin,,male,1971,1961
Q1132778,coach,United States of America,05 May 1947,Butch Beard,,,,,Butch Beard,English,,,Hardinsburg,,male,1979,1969
Q1159115,coach,United States of America,09 September 1965,Dan Majerle,,,,,Dan Majerle,English,,,Traverse City,,male,2002,1988
Q1132676,coach,United States of America,11 July 1966,Rod Strickland,,,,,Rod Strickland,English,,,The Bronx,,male,2005,1988
Q1620628,coach,United States of America,10 March 1979,Kirk Haston,,,,,Kirk Haston,English,,,Lobelville,,male,,
Q1621417,coach,United States of America,19 April 1976,Scott Padgett,,,,,Scott Padgett,English,,,Louisville,,male,2007,1999
Q1621720,coach,United States of America,31 January 1960,Rod Higgins,,,,,Rod Higgins,English,,,Monroe,,male,1994,1982
Q1623147,coach,United States of America,26 October 1961,Othell Wilson,,,,,Othell Wilson,English,,,Alexandria,,male,1987,1984
Q1170394,coach,United States of America,18 December 1953,Joe Pace,,,,,Joe Pace,English,,,New Brunswick,,male,1981,1976
Q1618767,coach,United States of America,24 July 1979,Ryan Humphrey,,,,,Ryan Humphrey,English,,,Tulsa,,male,2014,2002
Q505500,coach,United States of America,22 March 1928,Ed Macauley,,,,,Ed Macauley,English,,,St. Louis,,male,1959,1949
Q1620780,coach,United States of America,05 March 1979,Corsley Edwards,,,,,Corsley Edwards,English,,,Baltimore,,male,2014,2002
Q1621669,coach,United States of America,12 September 1956,Clemon Johnson,,,,,Clemon Johnson,English,,,Monticello,,male,1993,1978
Q1621778,coach,United States of America,08 December 1982,Will Conroy,,,,,Will Conroy,English,,,Portland,,male,2014,2005
Q1622164,coach,United States of America,23 March 1956,Jeff Judkins,,,,,Jeff Judkins,English,,,Salt Lake City,,male,1983,1978
Q1623295,coach,United States of America,26 December 1926,Mel McGaha,,,,,Mel McGaha,English,,,Bastrop,,male,1949,1948
Q724581,coach,United States of America,04 December 1972,Howard Eisley,,,,,Howard Eisley,English,,,Detroit,,male,2006,1994
Q510147,coach,United States of America,16 April 1956,Randy Ayers,,,,,Randy Ayers,English,,,Springfield,,male,,
Q1132658,coach,United States of America,17 August 1964,Dallas Comegys,,,,,Dallas Comegys,English,,,Philadelphia,,male,2006,1987
Q1155161,coach,United States of America,09 April 1957,Kyle Macy,,,,,Kyle Macy,English,,,Fort Wayne,,male,1990,1980
Q721011,coach,Georgia; United States of America,05 April 1975,Shammond Williams,,,,,Shammond Williams,English,,,The Bronx,,male,2011,1998
Q1242197,coach,United States of America,18 May 1973,Donyell Marshall,,,,,Donyell Marshall,English,,,Reading,,male,2009,1994
Q1184377,coach,United States of America,12 February 1970,Dell Demps,,,,,Dell Demps,English,,,Long Beach,,male,2000,1992
Q725886,coach,United States of America,21 November 1977,Michael Batiste,,,,,Michael Batiste,English,,,Long Beach,,male,2014,2000
Q1618149,coach,United States of America,06 August 1974,Alvin Williams,,,,,Alvin Williams,English,,,Philadelphia,,male,2007,1997
Q1621440,coach,United States of America,10 July 1924,Johnny Bach,,,,,Johnny Bach,English,,,Brooklyn,,male,1950,1948
Q1622762,coach,United States of America,25 April 1965,Mark Bryant (basketball),,,,,Mark Bryant,English,,,Glen Ridge,,male,2003,1988
Q1117654,coach,Australia,06 September 1970,Shane Heal,,,,,Shane Heal,,,,Melbourne,,male,2009,1988
Q1132528,coach,United States of America,25 April 1956,Dave Corzine,,,,,Dave Corzine,English,,,Arlington Heights,,male,1992,1978
Q1179612,coach,Senegal,30 January 1982,DeSagana Diop,,,,,DeSagana Diop,,,,Dakar,,male,2013,2001
Q763044,coach,United States of America,07 February 1941,"Jim King (basketball, born 1941)",,,,,Jim King,English,,,Tulsa,,male,1973,1963
Q179906,coach,United States of America,27 July 1986,DeMarre Carroll,,,,,DeMarre Carroll,English,,,Birmingham,,male,,2009
Q185268,coach,United States of America,10 July 1985,Jared Dudley,,,,,Jared Dudley,English,,,San Diego,,male,,2007
Q767363,coach,United States of America,02 August 1955,Steve Hayes (basketball),,,,,Steve Hayes,English,,,American Falls,,male,1990,1977
Q1617862,coach,United States of America,22 October 1978,Dion Glover,,,,,Dion Glover,English,,,Marietta,,male,2008,1999
Q1621478,coach,United States of America,24 September 1973,Rodrick Rhodes,,,,,Rodrick Rhodes,English,,,Jersey City,,male,2003,1997
Q505336,coach,United States of America,25 May 1926,Bill Sharman,,,,,Bill Sharman,English,,,Abilene,,male,1961,1950
